ORGANISM_ID,ORGANISM_NAME,ORGANISM_DESCRIPTION,STRAIN_ID,STRAIN_TYPE,STRAIN_CODE,STRAIN_DESCRIPTION,STRAIN_NOTES,ORGANISM_CLASS,RISK_GROUP,PATHOGEN,BIOLOGIST,IMPORT_PERMIT,OXYGEN_PREF,ATMOSPHERE_PREF,NUTRIENT_PREF,BIOFILM_PREF,STATUS,ACREATEDBY,ACREATEDDATE,AMODIFIEDBY,AMODIFIEDDATE,TAX_ID,BIOL_APPROVAL,SPECIAL_PRECAUTION,STRAIN_TISSUE,SCREEN_PANEL,LAB_RESTRICTION,SEQUENCE,SEQUENCE_LINK,SEQUENCE_MLST,MTA_DOCUMENT,MTA_STATUS,GEN_TYPE
GN_513,Pasteurella multocida,,PM 2527,,,Isolated from pig. Supply by Dr Conny Turni,"Revived from a dead pig in 2019, it is L3 by LPS genotyping.",Gram-Negative,RG2,Pathogen,A. Elliott,,Anaerobic Facultative,Aerobic,5% Blood,,1,ORGDB,11/NOV/21,ORGDB,20/DEC/21,,,,,,PC2.1,,,,,,
GN_514,Mannheimia haemolytica,,BT 2777,,,Isolated from cattle. Supply by Dr Conny Turni,"Isolate of Bovine respiratory disease. Retrieved from feedlot of sick animal in 2019, serovar 1 (one of the most common serovar 1, 2, 6).",Gram-Negative,RG2,Pathogen,A. Elliott,,Aerobic,Aerobic,5% Blood,,1,ORGDB,11/NOV/21,ORGDB,20/DEC/21,,,,,,PC2.1,,,,,,
GN_515,Pasteurella multocida,,PM 2267,,,Isolated from cattle. Supply by Dr Conny Turni, Isolate of Bovine respiratory disease. Isolated from a bovine  lung of an animal at a feedlot. Identified as L3 by LPS genotyping.,Gram-Negative,RG2,Pathogen,A. Elliott,,Anaerobic Facultative,Aerobic,5% Blood,,1,ORGDB,11/NOV/21,ORGDB,20/DEC/21,,,,,,PC2.1,,,,,,
GN_516,Histophilus somni,,BR 2221,,,Isolated from cattle.  Supplied by Dr Conny Turni (QAAFI),"Original agar plate grown in candle jar.
Isolate of Bovine respiratory disease, from a bovine lung.",Gram-Negative,RG2,Pathogen,A. Elliott,,Aerobic Microaerophiles,"37C, with 5% CO2",,,1,ORGDB,11/NOV/21,ORGDB,20/DEC/21,,,,,,PC2.1,,,,,,
GN_517,Acinetobacter baumannii,,K0105-1-B-AB,Resistant MDR;Clinical Isolate,Ab TH K0105-1-B-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_518,Acinetobacter baumannii,,K0106-1-S-AB,Resistant MDR;Clinical Isolate,Ab TH K0106-1-S-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_519,Acinetobacter baumannii,,K0107-1-B-AB,Resistant MDR;Clinical Isolate,Ab TH K0107-1-B-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_520,Acinetobacter baumannii,,K0109-1-S-AB,Resistant MDR;Clinical Isolate,Ab TH K0109-1-S-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_521,Acinetobacter baumannii,,K0110-1-B-AB,Resistant MDR;Clinical Isolate,Ab TH K0110-1-B-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_522,Acinetobacter baumannii,,K0111-1-S-AB,Resistant MDR;Clinical Isolate,Ab TH K0111-1-S-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_523,Acinetobacter baumannii,,K0112-1-B-AB,Resistant MDR;Clinical Isolate,Ab TH K0112-1-B-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_524,Acinetobacter baumannii,,K0116-1-B-AB,Resistant MDR;Clinical Isolate,Ab TH K0116-1-B-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_525,Acinetobacter baumannii,,K0118-1-S-AB,Resistant MDR;Clinical Isolate,Ab TH K0118-1-S-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_526,Acinetobacter baumannii,,K0120-1-B-AB,Resistant MDR;Clinical Isolate,Ab TH K0120-1-B-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_527,Acinetobacter baumannii,,K0121-1-S-AB,Resistant MDR;Clinical Isolate,Ab TH K0121-1-S-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_528,Acinetobacter baumannii,,K0122-1-B-AB,Resistant MDR;Clinical Isolate,Ab TH K0122-1-B-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_529,Acinetobacter baumannii,,K0123-1-S-AB,Resistant MDR;Clinical Isolate,Ab TH K0123-1-S-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_530,Acinetobacter baumannii,,K0126-1-S-AB,Resistant MDR;Clinical Isolate,Ab TH K0126-1-S-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_531,Acinetobacter baumannii,,K0128-1-S-AB,Resistant MDR;Clinical Isolate,Ab TH K0128-1-S-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_532,Acinetobacter baumannii,,K0129-1-B-AB,Resistant MDR;Clinical Isolate,Ab TH K0129-1-B-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_533,Acinetobacter baumannii,,K0130-1-B-AB,Resistant MDR;Clinical Isolate,Ab TH K0130-1-B-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_534,Acinetobacter baumannii,,K0131-1-S-AB,Resistant MDR;Clinical Isolate,Ab TH K0131-1-S-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_535,Acinetobacter baumannii,,K0132-1-B-AB,Resistant MDR;Clinical Isolate,Ab TH K0132-1-B-AB,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_536,Acinetobacter baumannii,,PK30.1,Resistant MDR;Clinical Isolate,Ab TH PK30.1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_537,Klebsiella pneumoniae,,K0068-1-B-KP,Resistant MDR;Clinical Isolate,Kp TH K0068-1-B-KP,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_538,Klebsiella pneumoniae,,K0086-1-S-KP,Resistant MDR;Clinical Isolate,Kp TH K0086-1-S-KP,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_539,Klebsiella pneumoniae,,K0087-1-B-KP,Resistant MDR;Clinical Isolate,Kp TH K0087-1-B-KP,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_540,Klebsiella pneumoniae,,K0090-1-S-KP,Resistant MDR;Clinical Isolate,Kp TH K0090-1-S-KP,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_541,Klebsiella pneumoniae,,K0092-1-B-KP,Resistant MDR;Clinical Isolate,Kp TH K0092-1-B-KP,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_542,Klebsiella pneumoniae,,K0095-1-B-KP,Resistant MDR;Clinical Isolate,Kp TH K0095-1-B-KP,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_543,Klebsiella pneumoniae,,K0103-1-B-KP,Resistant MDR;Clinical Isolate,Kp TH K0103-1-B-KP,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_544,Klebsiella pneumoniae,,K0104-1-B-KP,Resistant MDR;Clinical Isolate,Kp TH K0104-1-B-KP,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_545,Klebsiella pneumoniae,,CTR 006-U03,Resistant MDR;Clinical Isolate,Kp TH CTR 006-U03,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_546,Klebsiella pneumoniae,,CTR 091-S04,Resistant MDR;Clinical Isolate,Kp TH CTR 091-S04,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_547,Klebsiella pneumoniae,,CTR 058-S04,Resistant MDR;Clinical Isolate,Kp TH CTR 058-S04,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_548,Klebsiella pneumoniae,,CTR 183-U05,Resistant MDR;Clinical Isolate,Kp TH CTR 183-U05,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_549,Klebsiella pneumoniae,,CTR 012-S03,Resistant MDR;Clinical Isolate,Kp TH CTR 012-S03,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_550,Klebsiella pneumoniae,,CTR 018-S07,Resistant MDR;Clinical Isolate,Kp TH CTR 018-S07,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_551,Klebsiella pneumoniae,,CTR 040-S03,Resistant MDR;Clinical Isolate,Kp TH CTR 040-S03,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_552,Klebsiella pneumoniae,,CTR 030-S05,Resistant MDR;Clinical Isolate,Kp TH CTR 030-S05,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_553,Klebsiella pneumoniae,,CTR 034-U05,Resistant MDR;Clinical Isolate,Kp TH CTR 034-U05,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_554,Klebsiella pneumoniae,,CTR 036-S03,Resistant MDR;Clinical Isolate,Kp TH CTR 036-S03,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_555,Klebsiella pneumoniae,,CTR 040-S04,Resistant MDR;Clinical Isolate,Kp TH CTR 040-S04,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_556,Klebsiella pneumoniae,,CTR 055-F04,Resistant MDR;Clinical Isolate,Kp TH CTR 055-F04,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_557,Klebsiella pneumoniae,,CTR 059-F02,Resistant MDR;Clinical Isolate,Kp TH CTR 059-F02,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_558,Klebsiella pneumoniae,,CTR 064-S06,Resistant MDR;Clinical Isolate,Kp TH CTR 064-S06,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_559,Klebsiella pneumoniae,,CTR 069-S06/1,Resistant MDR;Clinical Isolate,Kp TH CTR 069-S06/1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_560,Klebsiella pneumoniae,,CTR 085-S06,Resistant MDR;Clinical Isolate,Kp TH CTR 085-S06,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_561,Klebsiella pneumoniae,,CTR 034-U06/4,Resistant MDR;Clinical Isolate,Kp TH CTR 034-U06/4,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_562,Klebsiella pneumoniae,,CTR 085-S07,Resistant MDR;Clinical Isolate,Kp TH CTR 085-S07,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_563,Klebsiella pneumoniae,,CTR 109-S04,Resistant MDR;Clinical Isolate,Kp TH CTR 109-S04,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_564,Klebsiella pneumoniae,,CTR 019-F04,Resistant MDR;Clinical Isolate,Kp TH CTR 019-F04,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_565,Klebsiella pneumoniae,,CTR 020-F03,Resistant MDR;Clinical Isolate,Kp TH CTR 020-F03,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_566,Klebsiella pneumoniae,,CTR 049-F04,Resistant MDR;Clinical Isolate,Kp TH CTR 049-F04,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_567,Klebsiella pneumoniae,,CTR 058-F01,Resistant MDR;Clinical Isolate,Kp TH CTR 058-F01,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_568,Klebsiella pneumoniae,,CTR 064-S08,Resistant MDR;Clinical Isolate,Kp TH CTR 064-S08,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_569,Klebsiella pneumoniae,,CTR 083-F08,Resistant MDR;Clinical Isolate,Kp TH CTR 083-F08,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_570,Klebsiella pneumoniae,,CTR 085-S05,Resistant MDR;Clinical Isolate,Kp TH CTR 085-S05,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_571,Klebsiella pneumoniae,,CTR 138-S03,Resistant MDR;Clinical Isolate,Kp TH CTR 138-S03,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_572,Klebsiella pneumoniae,,CTR 145-S01/1,Resistant MDR;Clinical Isolate,Kp TH CTR 145-S01/1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_573,Klebsiella pneumoniae,,CTR 172-S07,Resistant MDR;Clinical Isolate,Kp TH CTR 172-S07,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_574,Klebsiella pneumoniae,,CTR 176-S04,Resistant MDR;Clinical Isolate,Kp TH CTR 176-S04,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_575,Klebsiella pneumoniae,,CTR 177-S05,Resistant MDR;Clinical Isolate,Kp TH CTR 177-S05,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_576,Klebsiella pneumoniae,,CTR 180-S03,Resistant MDR;Clinical Isolate,Kp TH CTR 180-S03,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_577,Klebsiella pneumoniae,,CTR 185-S01/2,Resistant MDR;Clinical Isolate,Kp TH CTR 185-S01/2,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_578,Klebsiella pneumoniae,,SW0170,Resistant MDR;Clinical Isolate,Kp TH SW0170,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_579,Klebsiella pneumoniae,,SW0181,Resistant MDR;Clinical Isolate,Kp TH SW0181,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_580,Klebsiella pneumoniae,,SW0306,Resistant MDR;Clinical Isolate,Kp TH SW0306,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_581,Klebsiella pneumoniae,,SW0408,Resistant MDR;Clinical Isolate,Kp TH SW0408,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_582,Klebsiella pneumoniae,,SW1012,Resistant MDR;Clinical Isolate,Kp TH SW1012,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_583,Klebsiella pneumoniae,,SW1031,Resistant MDR;Clinical Isolate,Kp TH SW1031,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_584,Klebsiella pneumoniae,,SW1353,Resistant MDR;Clinical Isolate,Kp TH SW1353,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_585,Klebsiella pneumoniae,,SW2489,Resistant MDR;Clinical Isolate,Kp TH SW2489,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_586,Klebsiella pneumoniae,,CTR 039-S02/1,Resistant MDR;Clinical Isolate,Kp TH CTR 039-S02/1,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_587,Klebsiella pneumoniae,,SW0034,Resistant MDR;Clinical Isolate,Kp TH SW0034,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_588,Klebsiella pneumoniae,,SW2243,Resistant MDR;Clinical Isolate,Kp TH SW2243,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_589,Klebsiella pneumoniae,,CTR 007-S01,Resistant MDR;Clinical Isolate,Kp TH CTR 007-S01,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_590,Escherichia coli,,K0096-1-B-EC,Resistant MDR;Clinical Isolate,Ec TH K0096-1-B-EC,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_591,Escherichia coli,,K0125-1-B-EC,Resistant MDR;Clinical Isolate,Ec TH K0125-1-B-EC,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_592,Escherichia coli,,CTR 030-F02,Resistant MDR;Clinical Isolate,Ec TH CTR 030-F02,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_593,Escherichia coli,,CTR 036-F04,Resistant MDR;Clinical Isolate,Ec TH CTR 036-F04,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_594,Escherichia coli,,CTR 030-F03,Resistant MDR;Clinical Isolate,Ec TH CTR 030-F03,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_595,Escherichia coli,,CTR 074-F04,Resistant MDR;Clinical Isolate,Ec TH CTR 074-F04,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_596,Escherichia coli,,CTR 102-F02/2,Resistant MDR;Clinical Isolate,Ec TH CTR 102-F02/2,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_597,Escherichia coli,,SW0005,Resistant MDR;Clinical Isolate,Ec TH SW0005,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_598,Escherichia coli,,SW0035,Resistant MDR;Clinical Isolate,Ec TH SW0035,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_599,Escherichia coli,,SW0087,Resistant MDR;Clinical Isolate,Ec TH SW0087,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_600,Escherichia coli,,SW0098,Resistant MDR;Clinical Isolate,Ec TH SW0098,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_601,Escherichia coli,,SW0111,Resistant MDR;Clinical Isolate,Ec TH SW0111,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_602,Escherichia coli,,SW0127,Resistant MDR;Clinical Isolate,Ec TH SW0127,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_603,Escherichia coli,,SW0137,Resistant MDR;Clinical Isolate,Ec TH SW0137,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_604,Escherichia coli,,SW0153,Resistant MDR;Clinical Isolate,Ec TH SW0153,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_605,Escherichia coli,,SW0266,Resistant MDR;Clinical Isolate,Ec TH SW0266,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_606,Escherichia coli,,SW0299,Resistant MDR;Clinical Isolate,Ec TH SW0299,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_607,Escherichia coli,,SW1057,Resistant MDR;Clinical Isolate,Ec TH SW1057,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_608,Escherichia coli,,SW1073,Resistant MDR;Clinical Isolate,Ec TH SW1073,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_609,Escherichia coli,,SW1092,Resistant MDR;Clinical Isolate,Ec TH SW1092,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_610,Escherichia coli,,SW1134,Resistant MDR;Clinical Isolate,Ec TH SW1134,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_611,Escherichia coli,,SW1719,Resistant MDR;Clinical Isolate,Ec TH SW1719,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_612,Escherichia coli,,SW186,Resistant MDR;Clinical Isolate,Ec TH SW186,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_613,Escherichia coli,,SW2171,Resistant MDR;Clinical Isolate,Ec TH SW2171,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
GN_614,Escherichia coli,,SW2312,Resistant MDR;Clinical Isolate,Ec TH SW2312,,,Gram-Negative,,,T.Duarte,,,,,,,ORGDB,13/DEC/21,ORGDB,17/AUG/22,,,,,CARBX-Thailand,,,,,,,
